year,procode,deprivation_peers,patients_peers,attendances_peers,fte_staff_peers,diagnosis_peers,night_beds_peers,day_beds_peers,age_0_15_peers,age_60_74_peers,no_procedure_peers,operating_expenses_peers,urban_peers,sites_peers,sea_distance_peers,mff_payment_index_peers,degree_of_specialisation_peers,student_staff_peers,cc_gs_peers,non_type_1_ae_department_peers,absence_rate_peers,dto_cs_peers,name,postcode,open_date,close_date,MH_trust_flag,catchment_cat,age_00_04_cat,age_05_14_cat,age_15_24_cat,age_25_64_cat,age_65_74_cat,age_75_plus_cat,sex_m_cat,patients_admitted_cat
2011,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,L9 7AL,19920401,NA,0,219638,5.92E-05,0.003578616,0.139948461,0.638250212,0.116245823,0.101917701,0.557713146,108254
2012,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,L9 7AL,19920401,NA,0,218931,4.11E-05,0.004394078,0.138628152,0.632322513,0.121010729,0.103603418,0.556033636,106701
2013,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,L9 7AL,19920401,NA,0,218942,4.57E-05,0.005120077,0.136141078,0.631130619,0.123146769,0.104415781,0.553872715,107035
2014,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,L9 7AL,19920401,NA,0,220225,4.54E-05,0.005008514,0.133776819,0.631236236,0.124522647,0.105410376,0.550214553,110069
2015,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,L9 7AL,19920401,NA,0,225404,6.65E-05,0.00471154,0.130033185,0.633923977,0.127149474,0.104115277,0.549355823,115819
2016,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,L9 7AL,19920401,NA,0,230963,6.93E-05,0.00415218,0.124976728,0.638968146,0.128908094,0.102925577,0.549010015,121192
2017,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,L7 8XP,19920401,NA,0,236944,5.91E-05,0.003832129,0.12323587,0.640476231,0.130410561,0.101986123,0.55014265,125191
2018,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,L7 8XP,19920401,NA,0,244543,4.50E-05,0.003696691,0.124935083,0.638987826,0.131314329,0.101021088,0.547089878,132116
2019,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,L7 8XP,19920401,NA,0,244543,4.50E-05,0.003696691,0.124935083,0.638987826,0.131314329,0.101021088,0.547089878,132116
2020,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,L7 8XP,19920401,NA,0,244543,4.50E-05,0.003696691,0.124935083,0.638987826,0.131314329,0.101021088,0.547089878,132116
2021,REM,38.4,200320,832080,4658.8,0.25,0.9,1,0.03,0.27,0.46,-370392,0.96,66,5.6,1.04,106308.28,0.03,199,1,0.05,935,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,L7 8XP,19920401,NA,0,244543,4.50E-05,0.003696691,0.124935083,0.638987826,0.131314329,0.101021088,0.547089878,132116
2011,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5683
2012,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5763
2013,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5707
2014,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5491
2015,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5263
2016,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5208
2017,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5971
2018,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6563
2019,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6563
2020,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6563
2021,REN,27.8,32530,412825,1166.4,0.04,0.8,NA,0,0.45,0.14,-151922,0.88,3,4.5,1.04,-13983.49,0,171,0,0.04,50,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,CH63 4JY,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6563
2011,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51256
2012,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,52804
2013,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,59769
2014,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,67066
2015,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,73342
2016,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,74449
2017,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,74348
2018,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,73167
2019,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,73167
2020,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,73167
2021,REP,41,82655,282135,1333.9,0.01,0.6,0.7,0.05,0.06,0.5,-115182,0.92,91,0.8,1.04,35345.48,0,166,0,0.05,0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,L8 7SS,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,73167
2011,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13721
2012,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14350
2013,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14899
2014,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15734
2015,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,16747
2016,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17433
2017,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17468
2018,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17363
2019,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17363
2020,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17363
2021,RET,30.8,76105,180245,1300.4,0.06,0.9,1,0,0.26,0.12,-122836,0.85,17,5.6,1.04,-1050.94,0.01,171,0,0.05,301,THE WALTON CENTRE NHS FOUNDATION TRUST,L9 7LJ,19920401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17363
2011,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,527772,0.07362649,0.120156052,0.132477661,0.531085393,0.068141167,0.074513237,0.47154832,195198
2012,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,515840,0.074488213,0.11929862,0.130053893,0.52971464,0.071101504,0.07534313,0.471489221,194464
2013,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,513924,0.077779983,0.118587573,0.126787229,0.528296013,0.073001066,0.075548136,0.475245367,199568
2014,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,522121,0.078361146,0.117903704,0.123777822,0.529480714,0.074503803,0.075972811,0.476956491,204145
2015,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,527871,0.07841878,0.119044236,0.121506959,0.531679141,0.074429169,0.074921714,0.478681344,213349
2016,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,534684,0.077301733,0.118896395,0.118541045,0.53555558,0.075521242,0.074184004,0.479133469,218734
2017,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,537769,0.075722104,0.118210607,0.115979166,0.539644345,0.076053101,0.074390677,0.480111349,222996
2018,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,528694,0.069942159,0.117283343,0.114973879,0.544490764,0.077477709,0.075832145,0.480379955,213525
2019,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,528694,0.069942159,0.117283343,0.114973879,0.544490764,0.077477709,0.075832145,0.480379955,213525
2020,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,528694,0.069942159,0.117283343,0.114973879,0.544490764,0.077477709,0.075832145,0.480379955,213525
2021,RF4,23,324235,1559440,5844.9,0.21,0.9,0.9,0.1,0.19,0.43,-579437,0.96,52,12.7,1.17,95682.6,0.04,196,1,0.04,858,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",RM7 0AG,20010401,NA,0,528694,0.069942159,0.117283343,0.114973879,0.544490764,0.077477709,0.075832145,0.480379955,213525
2011,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,190536,0.065389218,0.112146786,0.126758198,0.535972205,0.086771004,0.07296259,0.472183734,89251
2012,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,190228,0.066641083,0.108690624,0.125260214,0.533354711,0.091285195,0.074768173,0.471802258,89854
2013,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,191329,0.069639208,0.107176643,0.122495806,0.532506834,0.092359235,0.075822275,0.472996775,93163
2014,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,192139,0.072265391,0.1076148,0.122328106,0.527644049,0.093463586,0.076684067,0.471715789,95126
2015,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,192937,0.074418074,0.107516961,0.119681554,0.526322064,0.094802967,0.07725838,0.470319327,97138
2016,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,195352,0.068706745,0.107513616,0.117127032,0.530084156,0.097521397,0.079047054,0.470345837,95527
2017,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,200994,0.06582286,0.104814074,0.111973492,0.534836861,0.101202026,0.081350687,0.473874842,96581
2018,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,209171,0.06278595,0.101491124,0.108576237,0.539113931,0.103585105,0.084447653,0.476131969,98824
2019,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,209171,0.06278595,0.101491124,0.108576237,0.539113931,0.103585105,0.084447653,0.476131969,98824
2020,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,209171,0.06278595,0.101491124,0.108576237,0.539113931,0.103585105,0.084447653,0.476131969,98824
2021,RFF,28.6,131065,588855,3151.3,0.23,0.9,1,0.13,0.22,0.48,-230438,0.79,3,36.2,1.03,-10572.59,0.03,193,1,0.04,31,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,S75 2EP,19930401,NA,0,209171,0.06278595,0.101491124,0.108576237,0.539113931,0.103585105,0.084447653,0.476131969,98824
2011,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,233168,0.054677314,0.103491903,0.127092912,0.532461573,0.094940129,0.08733617,0.486143038,108815
2012,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,231628,0.056128793,0.103022951,0.124255271,0.527164246,0.10029012,0.089138619,0.485951612,107257
2013,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,226704,0.052169349,0.10277719,0.120465453,0.527948338,0.104396041,0.09224363,0.484054097,105346
2014,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,223790,0.052576076,0.102904509,0.119442334,0.523848251,0.105960946,0.095267885,0.483310246,104411
2015,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,222757,0.053376549,0.102546721,0.118133212,0.521411224,0.108001095,0.096531198,0.483122865,106132
2016,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,221179,0.057460247,0.101713996,0.114328214,0.520732077,0.109088114,0.096677352,0.483287292,107037
2017,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,216883,0.058810511,0.103429038,0.111133653,0.522719623,0.108053651,0.095853525,0.482379901,103440
2018,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,213333,0.058486029,0.105454852,0.109495484,0.525118008,0.106378291,0.095067336,0.481913253,100032
2019,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,213333,0.058486029,0.105454852,0.109495484,0.525118008,0.106378291,0.095067336,0.481913253,100032
2020,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,213333,0.058486029,0.105454852,0.109495484,0.525118008,0.106378291,0.095067336,0.481913253,100032
2021,RFR,30.1,135120,503125,3750.8,0.22,0.9,1,0.12,0.21,0.41,-270238,0.89,122,35.3,1.03,-18840.95,0.02,195,1,0.04,175,THE ROTHERHAM NHS FOUNDATION TRUST,S60 2UD,19930401,NA,0,213333,0.058486029,0.105454852,0.109495484,0.525118008,0.106378291,0.095067336,0.481913253,100032
2011,RFS,22,139360,639535,3525.2,0.2,0.9,NA,0.1,0.23,0.48,-276754,0.67,54,45.4,1.03,-2132.48,0.02,193,1,0.05,226,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,S44 5BL,20120630,NA,0,243657,0.051859787,0.093155542,0.115445072,0.531653103,0.108131513,0.099754983,0.476789093,99672
2012,RFS,22,139360,639535,3525.2,0.2,0.9,NA,0.1,0.23,0.48,-276754,0.67,54,45.4,1.03,-2132.48,0.02,193,1,0.05,226,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,S44 5BL,20120630,NA,0,243181,0.053573264,0.092449657,0.11357384,0.524962888,0.114408609,0.101031742,0.476126836,98894
2013,RFS,22,139360,639535,3525.2,0.2,0.9,NA,0.1,0.23,0.48,-276754,0.67,54,45.4,1.03,-2132.48,0.02,193,1,0.05,226,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,S44 5BL,20120630,NA,0,243381,0.055702787,0.090565821,0.114643296,0.518721675,0.117996064,0.102370358,0.475546571,101380
2014,RFS,22,139360,639535,3525.2,0.2,0.9,NA,0.1,0.23,0.48,-276754,0.67,54,45.4,1.03,-2132.48,0.02,193,1,0.05,226,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,S44 5BL,20120630,NA,0,242140,0.056450814,0.090530272,0.113727596,0.513401338,0.120847444,0.105042537,0.474584951,102369
